,average,changeOverTime,close,date,datetime,high,label,low,marketAverage,marketChangeOverTime,marketClose,marketHigh,marketLow,marketNotional,marketNumberOfTrades,marketOpen,marketVolume,notional,numberOfTrades,open,volume
2019-11-08 15:03:00.000000,264.7,0.0013442655409208405,265.2,2019-11-08,2019-11-08 15:03:00.000000,268.4,3:03 PM,271.05,267.2,0.001754961003368586,265.22,267.8,261.88,10403638.386,99.0,270.69,39975.0,111297.4,4.0,263.05,429
2019-11-08 15:04:00.000000,270.265,0.00139426063516144,268.98,2019-11-08,2019-11-08 15:04:00.000000,263.79,3:04 PM,264.8,271.54,0.001878086132797885,265.58,272.22,261.22,6259902.5298,143.0,270.585,24365.0,52206.0,2.0,262.04,203
2019-11-08 15:05:00.000000,267.32,0.001457885535248054,270.86,2019-11-08,2019-11-08 15:05:00.000000,269.59,3:05 PM,262.35,264.314,0.0019024717533625848,261.69,263.41,265.21,2890786.3893,89.0,268.78,11003.0,4723.71,3.0,260.06,18
2019-11-08 15:09:00.000000,269.361,0.0018297140123621296,266.76,2019-11-08,2019-11-08 15:09:00.000000,269.65,3:09 PM,269.942,263.79,0.002313123589006889,265.041,266.56,260.37,8150355.824,177.0,259.791,30451.0,26133.9,1.0,266.879,104
2019-11-08 15:11:00.000000,268.816,0.002529428200853485,262.8,2019-11-08,2019-11-08 15:11:00.000000,266.9,3:11 PM,260.99,267.287,0.0028156384911035334,272.2,264.2,266.993,19775147.9886,190.0,264.24,74063.0,60883.4,3.0,265.72,231
2019-11-08 15:12:00.000000,272.321,0.002982945098007774,267.35,2019-11-08,2019-11-08 15:12:00.000000,264.87,3:12 PM,262.487,266.385,0.003237674624547403,261.79,271.49,259.95,14203367.0005,234.0,259.65,53658.0,128926.516,7.0,271.047,487
2019-11-08 15:13:00.000000,271.46,0.003325486026780628,269.59,2019-11-08,2019-11-08 15:13:00.000000,260.97,3:13 PM,262.57,265.312,0.0038810246810179554,263.945,260.67,262.77,16874068.8056,322.0,271.22,63827.0,793.05,1.0,265.12,3
2019-11-08 15:14:00.000000,269.408,0.0036727190340629812,271.249,2019-11-08,2019-11-08 15:14:00.000000,267.58,3:14 PM,262.472,272.638,0.004058807829968582,267.84,263.89,266.38,16096625.4004,210.0,268.38,60928.0,52658.8,2.0,269.65,203
2019-11-08 15:15:00.000000,270.932,0.003270710065490718,261.37,2019-11-08,2019-11-08 15:15:00.000000,272.5,3:15 PM,261.983,264.319,0.003668394423539361,264.17,262.97,265.13,15371810.8978,328.0,263.95,58038.0,53451.4,2.0,266.441,201
2019-11-08 15:16:00.000000,262.99,0.003273302567524827,271.01,2019-11-08,2019-11-08 15:16:00.000000,267.32,3:16 PM,268.47,266.153,0.003596013338721325,264.52,262.034,265.49,7801665.4447,145.0,263.39,31175.0,27245.0,1.0,269.11,105
2019-11-08 15:18:00.000000,268.36,0.003116004982980451,268.4,2019-11-08,2019-11-08 15:18:00.000000,268.475,3:18 PM,269.07,271.44,0.003520999558537853,266.401,266.29,262.503,5484854.2433,123.0,271.43,20989.0,34407.31,2.0,262.225,130
2019-11-08 15:19:00.000000,272.05,0.003105038376625594,263.68,2019-11-08,2019-11-08 15:19:00.000000,264.85,3:19 PM,264.68,262.39,0.003651267534331839,268.2,272.21,272.06,10652103.666,145.0,263.02,41302.0,52464.0,3.0,262.73,200
2019-11-08 15:20:00.000000,267.172,0.003485171330818329,268.46,2019-11-08,2019-11-08 15:20:00.000000,266.82,3:20 PM,260.02,266.065,0.0037948811938213886,271.83,271.608,266.07,10720031.3665,211.0,260.07,40901.0,130624.0,5.0,272.75,518
2019-11-08 15:21:00.000000,261.44,0.0036289327520202456,262.48,2019-11-08,2019-11-08 15:21:00.000000,266.47,3:21 PM,271.3,266.25,0.004138153445791967,268.55,269.11,271.52,9698385.1468,178.0,264.46,38371.0,27288.06,2.0,264.1,104
2019-11-08 15:23:00.000000,262.297,0.003721148189894712,271.476,2019-11-08,2019-11-08 15:23:00.000000,270.398,3:23 PM,261.774,268.617,0.004039419843734095,265.874,271.828,265.52,6506875.94,105.0,270.204,24649.0,375539.0,9.0,267.186,1423
2019-11-08 15:24:00.000000,264.88,0.0036997444518571698,268.078,2019-11-08,2019-11-08 15:24:00.000000,269.6,3:24 PM,270.132,260.516,0.004064872982696512,262.15,264.64,263.69,11314112.665,211.0,260.1,44864.0,2537644.513,22.0,271.001,9755
2019-11-08 15:25:00.000000,263.373,0.003664262408610012,269.44,2019-11-08,2019-11-08 15:25:00.000000,269.03,3:25 PM,261.939,270.261,0.004267291468606274,268.964,270.59,265.307,3737763.3921,81.0,264.052,14583.0,108672.0,4.0,261.4,403
2019-11-08 15:26:00.000000,272.054,0.003787973933943199,268.554,2019-11-08,2019-11-08 15:26:00.000000,271.422,3:26 PM,265.313,261.814,0.004198998915267848,271.3,270.38,261.4,10927478.742,148.0,259.94,40674.0,3952716.664,26.0,266.537,15388
2019-11-08 15:27:00.000000,262.162,0.0036829398497585657,267.03,2019-11-08,2019-11-08 15:27:00.000000,265.657,3:27 PM,261.1,270.625,0.004067868202000095,263.84,263.75,263.98,8162918.6887,147.0,264.066,31520.0,162034.14,6.0,263.508,608
2019-11-08 15:28:00.000000,264.775,0.003443519143193901,269.79,2019-11-08,2019-11-08 15:28:00.000000,272.71,3:28 PM,269.012,271.248,0.00388644842263683,264.74,260.07,270.05,5006893.3062,116.0,260.65,19294.0,556954.58,14.0,268.07,2131
2019-11-08 15:29:00.000000,263.834,0.003582220122485293,265.27,2019-11-08,2019-11-08 15:29:00.000000,263.617,3:29 PM,269.7,268.617,0.0039048998188249717,267.498,269.227,270.89,6068742.3747,159.0,270.91,22963.0,455401.585,11.0,260.756,1792
2019-11-08 15:30:00.000000,268.075,0.0035145706923918685,270.29,2019-11-08,2019-11-08 15:30:00.000000,261.94,3:30 PM,261.24,267.49,0.004000358693960064,269.52,267.57,260.14,7620097.606,172.0,271.82,29661.0,132489.0,5.0,265.31,518
2019-11-08 15:31:00.000000,270.437,0.0037490251510361237,260.89,2019-11-08,2019-11-08 15:31:00.000000,267.97,3:31 PM,264.03,265.095,0.004248880635427364,262.693,266.083,265.63,17465257.1676,202.0,271.91,68838.0,445565.45,14.0,263.16,1744
2019-11-08 15:32:00.000000,267.55,0.003928160449736449,267.734,2019-11-08,2019-11-08 15:32:00.000000,265.986,3:32 PM,261.761,261.335,0.004256044848868375,265.455,261.33,261.59,10770845.0583,153.0,269.84,39752.0,814928.6,24.0,272.889,3004
2019-11-08 15:33:00.000000,268.732,0.0038644988172347773,268.566,2019-11-08,2019-11-08 15:33:00.000000,263.81,3:33 PM,269.292,261.017,0.00439116636045706,272.64,271.32,261.47,13238020.4196,186.0,260.107,49964.0,298017.8,11.0,271.22,1113
2019-11-08 15:34:00.000000,263.075,0.0037874518144099946,264.779,2019-11-08,2019-11-08 15:34:00.000000,260.781,3:34 PM,272.537,272.73,0.004170231128957169,269.962,267.52,271.503,6208109.6223,135.0,271.476,23963.0,243121.375,11.0,272.86,930
2019-11-08 15:35:00.000000,262.4,0.003638518670614127,265.83,2019-11-08,2019-11-08 15:35:00.000000,260.55,3:35 PM,262.07,260.687,0.004104561121259899,261.048,262.78,263.53,14641051.7151,272.0,265.0,55725.0,4144934.92,9.0,271.9,15920
2019-11-08 15:36:00.000000,271.008,0.0036819575411603392,264.892,2019-11-08,2019-11-08 15:36:00.000000,264.392,3:36 PM,260.167,260.29,0.004230428335499273,263.53,267.61,260.95,5381958.6886,152.0,268.69,21174.0,157992.42,7.0,266.632,618
2019-11-08 15:37:00.000000,263.478,0.003791924934540861,266.465,2019-11-08,2019-11-08 15:37:00.000000,261.724,3:37 PM,266.369,260.402,0.004259228145275826,266.94,262.02,269.854,8862563.686,168.0,264.35,33972.0,1642879.7,14.0,271.083,6280
2019-11-08 15:38:00.000000,265.483,0.0037469419553442,267.2,2019-11-08,2019-11-08 15:38:00.000000,261.03,3:38 PM,271.9,267.202,0.004123006525686148,264.2,271.11,270.9,10547358.2139,208.0,268.86,41342.0,2231509.592,12.0,266.79,8655
2019-11-08 15:39:00.000000,264.93,0.003899580219281812,270.873,2019-11-08,2019-11-08 15:39:00.000000,267.45,3:39 PM,270.53,272.788,0.004233517925683787,261.007,263.76,264.8,8877313.6117,218.0,265.58,33544.0,248582.498,10.0,263.429,960
2019-11-08 15:40:00.000000,272.26,0.0037850168875388384,262.0,2019-11-08,2019-11-08 15:40:00.000000,272.12,3:40 PM,263.79,271.241,0.004225266404220123,272.544,269.66,266.3,8631666.8223,176.0,272.29,32787.0,107437.0,2.0,265.46,410
2019-11-08 15:41:00.000000,260.28,0.003726564893991229,269.77,2019-11-08,2019-11-08 15:41:00.000000,268.27,3:41 PM,268.1,260.385,0.004136971882924588,261.47,269.1,267.5,7640969.1044,115.0,263.33,28698.0,28225.07,3.0,264.0,107
2019-11-08 15:42:00.000000,263.72,0.003783897310728761,261.63,2019-11-08,2019-11-08 15:42:00.000000,271.65,3:42 PM,266.97,264.948,0.00420801702148047,265.29,265.123,261.69,7014204.5601,147.0,266.69,27947.0,135865.4,4.0,263.54,513
2019-11-08 15:43:00.000000,271.326,0.003875356399307102,269.5,2019-11-08,2019-11-08 15:43:00.000000,271.44,3:43 PM,266.0,262.139,0.004291595933573073,262.39,269.18,264.2,12076355.7733,182.0,267.63,46606.0,135700.8,6.0,270.62,514
2019-11-08 15:44:00.000000,263.65,0.003752522447633421,272.54,2019-11-08,2019-11-08 15:44:00.000000,266.886,3:44 PM,266.17,267.447,0.004169988112318096,262.1,262.59,267.49,12544283.9966,245.0,265.554,47785.0,104102.0,4.0,262.162,412
2019-11-08 15:45:00.000000,263.771,0.003545544549355956,269.05,2019-11-08,2019-11-08 15:45:00.000000,266.98,3:45 PM,272.15,265.857,0.003983771299173789,264.34,267.99,262.0,10613158.2103,266.0,262.0,40462.0,64397.54,4.0,265.68,245
2019-11-08 15:46:00.000000,272.422,0.0033753186823981905,266.489,2019-11-08,2019-11-08 15:46:00.000000,269.94,3:46 PM,267.64,260.84,0.003970717833840434,265.444,270.801,264.2,5864241.2374,135.0,263.39,22303.0,460023.362,12.0,265.887,1831
2019-11-08 15:47:00.000000,270.737,0.00317144087492315,261.535,2019-11-08,2019-11-08 15:47:00.000000,260.132,3:47 PM,271.71,267.374,0.003552525528100659,262.54,270.88,267.74,11247633.324,263.0,267.39,42377.0,105637.0,3.0,264.92,402
2019-11-08 15:48:00.000000,266.394,0.002580957806617214,264.58,2019-11-08,2019-11-08 15:48:00.000000,261.066,3:48 PM,268.82,263.694,0.0030202601676357233,271.41,267.38,267.961,11985780.0978,207.0,260.85,47058.0,157569.6,4.0,261.664,606
2019-11-08 15:49:00.000000,270.203,0.002560536943990741,267.904,2019-11-08,2019-11-08 15:49:00.000000,271.351,3:49 PM,260.64,260.431,0.002915418722448818,261.555,268.87,263.59,18687748.5473,353.0,269.48,70782.0,1169022.21,26.0,269.03,4446
2019-11-08 15:50:00.000000,259.972,0.003073915134922057,268.22,2019-11-08,2019-11-08 15:50:00.000000,264.71,3:50 PM,272.64,268.683,0.0033984432163340975,271.05,271.21,261.76,28113393.9895,546.0,260.98,108769.0,900733.0,10.0,260.02,3449
2019-11-08 15:51:00.000000,266.227,0.003125987076691648,264.4,2019-11-08,2019-11-08 15:51:00.000000,262.9,3:51 PM,262.691,263.417,0.003552718700800852,260.13,264.164,262.69,13937397.668,282.0,267.51,54396.0,131469.574,7.0,267.995,506
2019-11-08 15:52:00.000000,271.004,0.00360345370353203,262.93,2019-11-08,2019-11-08 15:52:00.000000,267.5,3:52 PM,266.118,271.1,0.003924394113835194,265.79,272.0,266.0,14545452.1157,292.0,268.39,55917.0,344492.1,5.0,262.386,1372
2019-11-08 15:53:00.000000,267.354,0.0038623739646205984,263.05,2019-11-08,2019-11-08 15:53:00.000000,265.665,3:53 PM,260.29,272.619,0.004223834005003192,270.93,265.83,261.04,22795897.979,306.0,268.95,90971.0,236109.23,9.0,270.68,915
2019-11-08 15:54:00.000000,271.213,0.004006204644710153,268.62,2019-11-08,2019-11-08 15:54:00.000000,267.061,3:54 PM,261.296,263.939,0.004392793316102429,267.53,273.0,270.89,57209761.6571,1147.0,269.29,221466.0,787224.52,24.0,267.51,2932
2019-11-08 15:55:00.000000,270.741,0.004082414627530589,264.8,2019-11-08,2019-11-08 15:55:00.000000,268.08,3:55 PM,260.73,267.839,0.004721668634745412,269.908,263.07,261.62,64786898.0464,1137.0,270.44,240361.0,273406.548,14.0,272.05,1033
2019-11-08 15:56:00.000000,271.909,0.0038222677464882556,264.552,2019-11-08,2019-11-08 15:56:00.000000,262.53,3:56 PM,263.8,267.571,0.004113357944406008,265.061,272.76,260.46,22381213.3603,438.0,269.7,85875.0,250854.12,8.0,260.17,977
2019-11-08 15:57:00.000000,263.42,0.00365095335157319,262.74,2019-11-08,2019-11-08 15:57:00.000000,267.83,3:57 PM,261.42,260.509,0.004108587680086224,266.64,264.56,265.8,21331959.9545,528.0,265.37,80466.0,1250769.1,37.0,270.22,4756
2019-11-08 15:58:00.000000,270.871,0.003498640739248061,262.087,2019-11-08,2019-11-08 15:58:00.000000,268.453,3:58 PM,260.0,268.098,0.003816670900782093,262.25,268.7,270.9,26062233.9994,604.0,269.8,100176.0,1406248.112,46.0,268.78,5457
2019-11-08 15:59:00.000000,272.395,0.004015889333112522,261.0,2019-11-08,2019-11-08 15:59:00.000000,269.182,3:59 PM,269.96,271.182,0.00451656374261064,269.53,269.83,269.93,138867660.5714,2172.0,267.82,532140.0,3259806.9,68.0,271.16,12769
2019-11-07 09:30:00.000000,260.743,0.0,261.54,2019-11-07,2019-11-07 09:30:00.000000,269.81,09:30 AM,262.16,260.917,0.0,270.55,270.24,261.6,137496315.8255,1153.0,264.14,516406.0,1056323.83,31.0,262.14,4058
2019-11-07 09:31:00.000000,259.152,0.0011213991657877806,263.17,2019-11-07,2019-11-07 09:31:00.000000,259.865,09:31 AM,268.605,261.437,0.00110023050845662,271.525,267.76,266.04,54479460.342,912.0,270.48,213072.0,154014.129,8.0,259.197,590
2019-11-07 09:32:00.000000,270.538,0.0003547010037543888,268.9,2019-11-07,2019-11-07 09:32:00.000000,267.516,09:32 AM,262.43,267.453,0.000537765656789235,270.43,269.41,262.33,45390834.8219,722.0,259.04,173838.0,653919.62,23.0,269.436,2569
2019-11-07 09:33:00.000000,268.98,-0.001127395474521868,262.64,2019-11-07,2019-11-07 09:33:00.000000,270.963,09:33 AM,269.27,263.511,-0.0009254465939997611,259.5,269.062,260.8,50604765.0343,730.0,262.943,194792.0,281155.48,11.0,267.416,1085
2019-11-07 09:34:00.000000,270.999,-0.0013728237204730417,263.311,2019-11-07,2019-11-07 09:34:00.000000,258.645,09:34 AM,260.28,261.353,-0.0013316846473959592,267.686,261.54,269.32,24905902.014,408.0,266.22,98143.0,160901.0,7.0,267.336,605
2019-11-07 09:35:00.000000,265.525,-0.0008764908679558546,267.516,2019-11-07,2019-11-07 09:35:00.000000,268.487,09:35 AM,265.56,261.562,-0.0008947684904902932,269.88,270.8,264.13,28333093.7555,391.0,264.22,109035.0,187499.645,15.0,258.53,706
2019-11-07 09:36:00.000000,266.189,-0.00024471567054705967,265.241,2019-11-07,2019-11-07 09:36:00.000000,268.63,09:36 AM,265.43,263.62,-8.55154117524867e-05,264.33,270.971,264.88,30244034.9134,520.0,271.34,114720.0,188689.2,15.0,258.6,720
2019-11-07 09:37:00.000000,265.611,0.00019116575816216375,263.15,2019-11-07,2019-11-07 09:37:00.000000,268.85,09:37 AM,262.092,263.704,0.00024604047088927283,271.31,269.22,264.65,20394133.0159,394.0,266.535,75899.0,236721.98,12.0,267.04,919
2019-11-07 09:38:00.000000,265.205,0.0002961743958957039,266.17,2019-11-07,2019-11-07 09:38:00.000000,269.85,09:38 AM,265.27,266.272,0.00026125971294806106,260.93,260.31,269.72,17301737.2225,308.0,271.65,67954.0,299698.65,14.0,267.75,1104
2019-11-07 09:39:00.000000,265.373,0.00023642212715250274,270.199,2019-11-07,2019-11-07 09:39:00.000000,263.35,09:39 AM,267.19,268.414,4.014904730535983e-05,262.53,269.05,269.9,25353153.0066,465.0,267.963,100354.0,1457482.202,16.0,265.85,5530
2019-11-07 09:40:00.000000,259.143,-0.0001626563784712687,265.194,2019-11-07,2019-11-07 09:40:00.000000,268.9,09:40 AM,267.782,260.935,-0.0001782857360689243,262.322,265.99,259.7,29930959.149,369.0,265.38,116339.0,8748607.998,30.0,266.768,33277
2019-11-07 09:41:00.000000,259.483,-0.00015821854491666315,268.896,2019-11-07,2019-11-07 09:41:00.000000,264.38,09:41 AM,262.31,264.619,-0.00020007374104797157,264.328,267.3,269.08,15755376.1907,303.0,267.785,60448.0,491868.39,18.0,267.926,1969
2019-11-07 09:42:00.000000,263.778,-0.0003781612942673098,267.889,2019-11-07,2019-11-07 09:42:00.000000,264.733,09:42 AM,258.66,263.659,-0.0003712565007905647,267.59,264.59,265.36,12452294.4745,299.0,269.75,46981.0,292377.5,14.0,261.124,1154
2019-11-07 09:43:00.000000,269.804,-0.0006693060834191512,260.916,2019-11-07,2019-11-07 09:43:00.000000,271.39,09:43 AM,268.06,267.578,-0.0006999944689785416,259.95,263.57,268.33,32386198.9774,602.0,267.137,125977.0,351992.81,16.0,260.76,1348
2019-11-07 09:44:00.000000,266.49,-0.0009207416411442677,270.24,2019-11-07,2019-11-07 09:44:00.000000,261.54,09:44 AM,263.943,258.739,-0.0009252509197170398,259.94,268.19,264.07,15060600.5311,277.0,271.01,57791.0,344453.0,12.0,260.33,1352
2019-11-07 09:45:00.000000,261.587,-0.00117016925201775,259.214,2019-11-07,2019-11-07 09:45:00.000000,262.6,09:45 AM,261.22,269.054,-0.001139683065446531,265.35,260.46,268.3,10252671.8508,188.0,260.67,38970.0,130807.7,6.0,259.39,515
2019-11-07 09:46:00.000000,263.03,-0.001288686548161977,270.82,2019-11-07,2019-11-07 09:46:00.000000,265.51,09:46 AM,260.02,267.867,-0.0011807181371992,263.462,271.36,261.26,21478105.7997,489.0,268.94,81201.0,351241.338,19.0,263.453,1345
2019-11-07 09:47:00.000000,269.896,-0.0016219623563926931,261.63,2019-11-07,2019-11-07 09:47:00.000000,269.06,09:47 AM,267.755,266.993,-0.0015704557532028823,267.21,267.55,260.92,12977349.042,306.0,259.71,50025.0,286535.61,15.0,266.92,1149
2019-11-07 09:48:00.000000,262.982,-0.0008217670301426072,270.7,2019-11-07,2019-11-07 09:48:00.000000,262.2,09:48 AM,265.29,267.604,-0.0007123110554370601,261.19,271.46,269.43,11912974.97,223.0,261.71,45127.0,159167.771,12.0,263.87,620
2019-11-07 09:49:00.000000,266.551,-0.0006948663570718942,265.83,2019-11-07,2019-11-07 09:49:00.000000,259.081,09:49 AM,264.32,261.607,-0.0008309610220148468,266.56,260.39,265.0,25291335.635,462.0,259.97,100510.0,468490.411,18.0,260.22,1868
2019-11-07 09:50:00.000000,259.861,-0.0021008996271464774,266.26,2019-11-07,2019-11-07 09:50:00.000000,269.92,09:50 AM,263.55,259.865,-0.002102171197041068,260.93,262.11,270.63,22229727.5295,420.0,258.89,87952.0,301892.009,14.0,259.06,1171
2019-11-07 09:51:00.000000,269.455,-0.001586409902855739,270.7,2019-11-07,2019-11-07 09:51:00.000000,268.52,09:51 AM,265.51,261.77,-0.001606301456054853,265.25,260.47,263.07,12343885.7776,231.0,270.63,45778.0,384177.8,18.0,264.95,1470
2019-11-07 09:52:00.000000,266.955,-0.0014570953882054852,262.8,2019-11-07,2019-11-07 09:52:00.000000,268.75,09:52 AM,266.7,266.889,-0.0014500447564817932,259.32,266.27,262.73,11617918.5234,259.0,265.968,43229.0,161296.13,8.0,265.31,612
2019-11-07 09:53:00.000000,266.14,-0.001124828731811519,259.668,2019-11-07,2019-11-07 09:53:00.000000,258.644,09:53 AM,264.8,265.906,-0.000986530393868072,261.56,268.26,260.93,14167314.3991,271.0,264.51,56448.0,105875.0,4.0,269.72,411
2019-11-07 09:54:00.000000,261.26,-0.001097300627055359,268.84,2019-11-07,2019-11-07 09:54:00.000000,269.34,09:54 AM,259.7,267.683,-0.001047904093489109,266.66,263.2,265.96,12969571.0685,200.0,265.01,50290.0,162200.226,8.0,267.77,613
2019-11-07 09:55:00.000000,266.559,-0.0019020310109678267,266.67,2019-11-07,2019-11-07 09:55:00.000000,263.73,09:55 AM,262.59,268.866,-0.0019555589088884285,265.967,269.13,261.5,21676714.084,392.0,268.311,86002.0,161494.78,11.0,265.16,628
2019-11-07 09:56:00.000000,264.471,-0.001571009365824137,269.91,2019-11-07,2019-11-07 09:56:00.000000,260.83,09:56 AM,267.119,258.728,-0.0014365304451641908,266.22,265.61,259.068,15692435.3867,264.0,263.58,63467.0,189762.8,7.0,264.432,714
2019-11-07 09:57:00.000000,266.289,-0.0009204160447460222,266.119,2019-11-07,2019-11-07 09:57:00.000000,266.0,09:57 AM,268.77,262.06,-0.000962365962846308,265.012,264.01,263.922,11644867.4504,232.0,260.35,45136.0,185902.0,7.0,259.21,725
2019-11-07 09:58:00.000000,265.852,-0.0013910307397380494,264.391,2019-11-07,2019-11-07 09:58:00.000000,265.586,09:58 AM,265.94,264.334,-0.001317330958049357,259.42,270.5,270.5,8326106.7049,228.0,261.48,33166.0,211632.68,11.0,260.74,812
2019-11-07 09:59:00.000000,263.036,-0.0007920517263640967,267.742,2019-11-07,2019-11-07 09:59:00.000000,259.42,09:59 AM,261.61,261.688,-0.000819700108723869,263.216,262.46,268.5,10724222.4998,193.0,265.606,41049.0,241073.43,9.0,262.414,919
2019-11-07 10:00:00.000000,269.744,-0.000728496154890314,262.394,2019-11-07,2019-11-07 10:00:00.000000,268.2,10 AM,267.74,267.853,-0.0007109337787564371,262.6,259.78,263.25,17861260.2279,312.0,270.93,67766.0,210784.1,9.0,258.58,811
2019-11-07 10:01:00.000000,262.33,-0.0009107084855014465,264.33,2019-11-07,2019-11-07 10:01:00.000000,267.66,10:01 AM,260.73,265.671,-0.0009237865244542599,268.6,261.22,265.76,11518010.8124,264.0,261.6,43838.0,236699.0,10.0,266.6,909
2019-11-07 10:02:00.000000,261.132,-0.0010552932595781926,264.87,2019-11-07,2019-11-07 10:02:00.000000,268.74,10:02 AM,260.47,270.395,-0.0008562679896981469,266.67,260.79,263.54,21521685.81,315.0,264.31,83848.0,181827.186,9.0,265.22,710
2019-11-07 10:03:00.000000,264.73,-0.0001534192787838479,271.39,2019-11-07,2019-11-07 10:03:00.000000,262.18,10:03 AM,263.38,267.003,-0.0002442283599265436,261.92,264.34,263.35,20208149.8326,441.0,263.0,75251.0,493830.11,12.0,259.639,1966
2019-11-07 10:04:00.000000,262.588,-0.0004994320259430653,270.71,2019-11-07,2019-11-07 10:04:00.000000,269.93,10:04 AM,267.26,262.414,-0.00048041938162036936,264.6,265.53,260.6,12856117.4373,242.0,264.021,51341.0,1747379.53,27.0,269.51,6591
2019-11-07 10:05:00.000000,263.03,-0.0008262968243622639,261.05,2019-11-07,2019-11-07 10:05:00.000000,263.687,10:05 AM,269.64,260.042,-0.0009044553863955233,265.291,262.39,267.7,12751026.566,257.0,267.7,49269.0,1059722.64,19.0,263.9,4164
2019-11-07 10:06:00.000000,267.472,-0.001272650386356387,260.708,2019-11-07,2019-11-07 10:06:00.000000,268.03,10:06 AM,264.49,262.018,-0.0013607457756223732,270.86,259.89,263.03,18918730.4725,305.0,268.13,73801.0,162642.4,6.0,270.0,607
2019-11-07 10:07:00.000000,259.004,-0.001619446793276188,267.15,2019-11-07,2019-11-07 10:07:00.000000,269.264,10:07 AM,268.62,268.009,-0.0016102649800555932,259.27,268.39,264.834,10127096.1444,215.0,262.058,39453.0,395022.23,16.0,260.421,1551
2019-11-07 10:08:00.000000,258.554,-0.0016759444638008414,263.486,2019-11-07,2019-11-07 10:08:00.000000,260.319,10:08 AM,258.259,263.362,-0.0016382363082681113,263.82,269.54,265.03,12506518.6083,218.0,261.179,48294.0,110362.889,12.0,269.879,441
2019-11-07 10:09:00.000000,264.661,-0.001417045795372097,264.05,2019-11-07,2019-11-07 10:09:00.000000,270.06,10:09 AM,260.22,269.29,-0.0013911759227384628,268.38,258.6,271.1,10421426.169,193.0,258.38,40589.0,133261.0,5.0,264.97,504
2019-11-07 10:10:00.000000,263.006,-0.00111878815971282,259.39,2019-11-07,2019-11-07 10:10:00.000000,270.584,10:10 AM,270.43,270.58,-0.0011436384086430703,263.28,269.4,267.72,12947205.141,255.0,268.85,48295.0,80743.0,3.0,261.757,313
2019-11-07 10:11:00.000000,265.934,-0.0009199351856383273,266.38,2019-11-07,2019-11-07 10:11:00.000000,267.932,10:11 AM,268.048,268.254,-0.0009374461448749258,267.101,271.13,262.82,29475215.3081,379.0,270.87,114902.0,367654.554,8.0,265.878,1403
2019-11-07 10:12:00.000000,261.28,-0.000789808548898996,271.4,2019-11-07,2019-11-07 10:12:00.000000,266.305,10:12 AM,262.711,264.819,-0.0006941187263049487,261.77,267.44,265.701,16137518.08,311.0,270.17,61628.0,664111.917,6.0,270.822,2575
2019-11-07 10:13:00.000000,267.617,-0.000773629684854296,265.21,2019-11-07,2019-11-07 10:13:00.000000,268.8,10:13 AM,267.31,260.607,-0.0008249466422928871,263.7,269.02,270.7,13628898.1272,263.0,263.79,51930.0,362256.5,8.0,267.1,1409
2019-11-07 10:14:00.000000,263.362,-0.0011939584086707229,270.489,2019-11-07,2019-11-07 10:14:00.000000,270.2,10:14 AM,265.5,261.298,-0.0012039678866784143,261.28,271.3,266.438,16057854.8359,338.0,261.21,63120.0,470320.89,14.0,270.25,1883
2019-11-07 10:15:00.000000,264.059,-0.000682986087531782,266.418,2019-11-07,2019-11-07 10:15:00.000000,266.17,10:15 AM,264.314,260.23,-0.0007876561264559796,265.42,265.531,265.63,17389838.8484,255.0,259.3,68055.0,2904170.203,20.0,270.003,10981
2019-11-07 10:16:00.000000,270.583,-0.0009208586619720741,263.76,2019-11-07,2019-11-07 10:16:00.000000,259.748,10:16 AM,265.35,268.208,-0.0009100777258878494,261.9,262.05,265.2,9412212.3456,154.0,261.55,36091.0,204606.54,9.0,271.317,783
2019-11-07 10:17:00.000000,259.466,-0.00141152407992027,264.09,2019-11-07,2019-11-07 10:17:00.000000,264.692,10:17 AM,268.388,269.18,-0.0012997062769090225,268.2,264.34,266.397,15770434.0279,343.0,267.159,59667.0,238329.07,3.0,265.361,921
2019-11-07 10:18:00.000000,260.232,-0.001056699802002259,269.173,2019-11-07,2019-11-07 10:18:00.000000,266.23,10:18 AM,269.012,258.519,-0.0010966431902966385,268.28,266.7,263.75,11817954.5736,228.0,263.2,45072.0,266081.87,10.0,267.999,1042
2019-11-07 10:19:00.000000,260.731,-0.0011315852498137826,268.177,2019-11-07,2019-11-07 10:19:00.000000,266.748,10:19 AM,262.132,259.711,-0.0011935333799834573,263.02,263.21,265.32,8225602.4221,224.0,260.833,31822.0,438997.38,19.0,267.078,1678
2019-11-07 10:20:00.000000,261.32,-0.0012467993267412834,258.87,2019-11-07,2019-11-07 10:20:00.000000,268.136,10:20 AM,258.797,262.923,-0.0011969705681552085,269.65,262.06,266.479,10839406.8727,243.0,262.31,40643.0,133659.602,6.0,268.031,510
2019-11-07 10:21:00.000000,262.317,-0.0008146496009983303,267.14,2019-11-07,2019-11-07 10:21:00.000000,265.091,10:21 AM,269.05,270.156,-0.0008215516541539697,260.7,267.24,265.6,8348080.4405,143.0,259.15,31479.0,191926.8,9.0,261.72,740
2019-11-07 10:22:00.000000,265.809,-0.0006335979447652031,262.62,2019-11-07,2019-11-07 10:22:00.000000,270.17,10:22 AM,259.45,267.281,-0.000607611529734201,269.11,259.75,261.5,10907766.419,202.0,262.53,42281.0,803498.21,11.0,268.697,3067
