,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,symbol,week52High,week52Low,ytdChange
252,70.0,previousclose,0.0,0.0,,,The Swatch Group AG,,,,,,,,,,,,,,,,,284.41,Previous close,"July 2, 2019",1636403559435.0,0,,15170244462.0,,,17.5,289.87,SWGAF,496.3,257.6,-0.027209
253,36120.0,close,-310.0,-0.00947,33829.0,1573154392694.0,"LG Electronics, Inc.",,,,,,,,,,,,,,,,,33756.0,Close,"July 3, 2019",1608012230521.0,0,,0.0,,,,32884.0,066575-KP,36666.0,25386.0,0.24975508207076766
254,1568.0,previousclose,0.0,0.0,,,"LD Holdings, Inc.",,,,,,,,,,,,,,,,,0.046,Previous close,"July 2, 2019",1597291199612.0,0,,1184312.0,,,-1.14,0.047,LDHL,0.15,0.02,-0.075752
255,468127.0,previousclose,0.0,0.0,,,Compagnie Financière Richemont SA,,,,,,,,,,,,,,,,,8.63,Previous close,"July 2, 2019",1623549215434.0,0,,,,,14.81,8.44,CFRUY,9.37,6.18,0.320318
256,0.0,previousclose,0.0,0.0,,,"Jakroo, Inc.",,,,,,,,,,,,,,,,,0.78,Previous close,"July 2, 2019",1639182614432.0,0,,0.0,,,,0.76,JKRO,1.2,0.27,-0.297835
257,,previousclose,,,,,Pirelli & C. SpA,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,PRLLY,0.0,0.0,0.0
258,,previousclose,,,,,"UpSnap, Inc. (Alberta)",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,U2O-GY,0.0,0.0,0.0
259,2510.0,close,0.0,0.0,86.66,1591880726803.0,Duniec Bros. Ltd.,,,,,,,,,,,,,,,,,86.21,Close,"July 3, 2019",1606818007230.0,0,,0.0,,,,86.25,DUNI-IT,94.14,54.3,0.506484
260,68171.0,previousclose,0.0,0.0,,,Team17 Group PLC,,,,,,,,,,,,,,,,,2.94,Previous close,"July 2, 2019",1609228683512.0,0,,0.0,,,,2.86,TM17-LN,3.03,1.79,0.325635
261,4346.0,previousclose,0.0,0.0,,,Celtic Plc,,,,,,,,,,,,,,,,,1.63,Previous close,"July 2, 2019",1577647344210.0,0,,0.0,,,,1.69,CCP-LN,1.8,1.3,-0.018411
262,4357.0,previousclose,0.0,0.0,,,Toyota Caetano Portugal SA,,,,,,,,,,,,,,,,,3.02,Previous close,"July 2, 2019",1629555748636.0,0,,0.0,,,,2.93,SCT-PL,3.36,2.64,0.107946
263,,previousclose,,,,,Blue Hat Interactive Entertainment Technology,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,BHAT,0.0,0.0,0.0
264,2228.0,close,0.0,0.0,20.0,1604959389403.0,Bhakti Gems & Jewellery Ltd.,,,,,,,,,,,,,,,,,21.0,Close,"July 3, 2019",1633939740206.0,0,,0.0,,,,21.0,540545-IB,21.4,18.57,0.131117
265,0.0,previousclose,0.0,0.0,,,"Hyundai Motor Co., Ltd.",,,,,,,,,,,,,,,,,588.36,Previous close,"January 18, 2019",1550579315344.0,0,,0.0,,,,612.14,HYUDN-MM,699.74,596.23,0.0
266,4.0,previousclose,0.0,0.0,,,Nobia AB,,,,,,,,,,,,,,,,,32.2,Previous close,"July 2, 2019",1573521419132.0,0,,,,,12.9,31.64,NBIAY,0.0,0.0,0.0
267,30.0,previousclose,0.0,0.0,,,Amexdrug Corp.,,,,,,,,,,,,,,,,,0.12,Previous close,"July 2, 2019",1605773895092.0,0,,20382165.0,,,139.18,0.12,AXRX,0.29,0.109,0.083906
268,0.0,previousclose,0.0,0.0,,,Santaro Interactive Entertainment Co.,,,,,,,,,,,,,,,,,0.0051,Previous close,"July 2, 2019",1606727296265.0,0,,887387.0,,,-0.19,0.0052,STIE,0.006,0.0052,0.0
269,,previousclose,,,,,Tai Ping Carpets International Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,TAPCF,0.0,0.0,0.0
270,16616.0,previousclose,0.0,0.0,,,Miliboo SA,,,,,,,,,,,,,,,,,3.46,Previous close,"July 2, 2019",1574306856815.0,0,,0.0,,,,3.41,ALMLB-FP,3.61,1.31,1.054655
271,9.0,close,0.0,0.0,9.7,1636231731335.0,Trident Tools Ltd.,,,,,,,,,,,,,,,,,10.1,Close,"July 3, 2019",1607632043541.0,0,,0.0,,,,9.9,531972-IB,18.08,9.9,-0.234246
272,,previousclose,,,,,Mediterranean Towers Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,MDTWF,0.0,0.0,0.0
273,,previousclose,,,,,Crest Nicholson Holdings Plc,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,CRTHF,0.0,0.0,0.0
274,,previousclose,,,,,"GoPro, Inc.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,GPRO-MM,0.0,0.0,0.0
275,718.0,previousclose,0.0,0.0,,,IEP Invest NV,,,,,,,,,,,,,,,,,7.0,Previous close,"July 2, 2019",1605707139082.0,0,,0.0,,,,6.9,IEP-BB,6.96,6.09,0.098642
276,,previousclose,,,,,Bayerische Motoren Werke AG,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,BMWM5N-MM,0.0,0.0,0.0
277,65678.0,previousclose,0.0,0.0,,,James Halstead Plc,,,,,,,,,,,,,,,,,5.3,Previous close,"July 2, 2019",1635183661421.0,0,,0.0,,,,5.1,JHD-LN,5.32,3.68,0.193024
278,15247.0,close,-0.38,-0.06246,5.59,1632781126319.0,"Tandy Leather Factory, Inc.",5.57,1607454715894.0,0.53,0.09681,6.2,1567237491431.0,5.88,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.66,Close,"July 3, 2019",1602263544339.0,3313,5.599,51663846.0,6.05,1609771137119.0,33.49,6.04,TLF,8.25,5.1,-0.075406
279,783.0,previousclose,0.0,0.0,,,Man Wah Holdings Ltd.,,,,,,,,,,,,,,,,,9.49,Previous close,"July 2, 2019",1591244804134.0,0,,,,,10.06,9.41,MAWHY,16.63,7.25,0.156519
280,114.0,previousclose,0.0,0.0,,,Hunter Douglas NV,,,,,,,,,,,,,,,,,70.36,Previous close,"July 2, 2019",1621170754529.0,0,,2444319408.0,,,8.97,72.27,HDUGF,81.37,70.0,-0.123876
281,,previousclose,,,,,Focusrite Plc,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,FOCIF,0.0,0.0,0.0
282,452482.0,previousclose,0.0,0.0,,,Porsche Automobil Holding SE,,,,,,,,,,,,,,,,,59.0,Previous close,"July 2, 2019",1617994455976.0,0,,0.0,,,,59.97,PAH3-GY,68.03,52.2,0.137078
283,13848.0,previousclose,0.0,0.0,,,"Reelcause, Inc.",,,,,,,,,,,,,,,,,0.0241,Previous close,"July 2, 2019",1626664171209.0,0,,1476327.0,,,-7.31,0.0241,RCIT,0.06,0.0117,0.050861
284,291.0,previousclose,0.0,0.0,,,"Metal Arts Co., Inc.",,,,,,,,,,,,,,,,,0.008,Previous close,"July 2, 2019",1603448730891.0,0,,59445.0,,,1.26,0.0079,MTRT,0.013,0.0044,0.05546
285,44982.0,previousclose,0.0,0.0,,,Quixant Plc,,,,,,,,,,,,,,,,,2.24,Previous close,"July 2, 2019",1624592285537.0,0,,0.0,,,,2.25,QXT-LN,4.93,2.2,-0.392236
286,0.0,previousclose,0.0,0.0,,,"US Automotive Manufacturing, Inc.",,,,,,,,,,,,,,,,,0.01,Previous close,"July 2, 2019",1617853430496.0,0,,13372.0,,,0.0,0.01,USAM,0.0109,0.01,-0.057243
287,,previousclose,,,,,"Nissan Motor Co., Ltd.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,NJQ-LN,0.0,0.0,0.0
288,819602.0,close,0.48,0.00631,78.08,1576558387702.0,"Tempur Sealy International, Inc.",75.25,1619947229677.0,0.0,0.0,75.61,1624107168437.0,75.83,0.0,0.0,0.0,0.0,1572380314758.0,0.042161023573584124,77.71,105.0,10807.0,76.7,Close,"July 3, 2019",1600942230828.0,262481,76.16,4270377463.0,77.45,1581485839922.0,40.45,77.5,TPX,78.24,40.7,0.815013
289,,previousclose,,,,,Ketdarina Corp.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,KTDR,0.0,0.0,0.0
290,0.0,previousclose,0.0,0.0,,,Maison Clio Blue SA,,,,,,,,,,,,,,,,,1.97,Previous close,"July 2, 2019",1577191764460.0,0,,0.0,,,,1.96,MLCLI-FP,2.05,1.95,-0.030496
291,20642.0,previousclose,0.0,0.0,,,"Entertainment Arts Research, Inc.",,,,,,,,,,,,,,,,,0.037,Previous close,"July 2, 2019",1602338674082.0,0,,256816.0,,,-0.36,0.036,EARI,0.4,0.005,-0.955387
292,1024.0,previousclose,0.0,0.0,,,Yamaha Corp.,,,,,,,,,,,,,,,,,49.16,Previous close,"July 2, 2019",1628067636404.0,0,,8743247525.0,,,23.23,49.52,YAMCF,54.07,44.8,0.039887
293,,previousclose,0.0,0.0,,,Brilliance China Automotive Holdings Ltd.,,,,,,,,,,,,,,,,,1.67,Previous close,"August 7, 2017",1573133368668.0,0,,0.0,,,,1.65,CBA-GY,0.0,0.0,0.0
294,255.0,previousclose,0.0,0.0,,,Renault SA,,,,,,,,,,,,,,,,,570.29,Previous close,"July 2, 2019",1596752646341.0,0,,0.0,,,,548.15,RNL-FP,748.0,540.0,-0.094213
295,291669.0,close,-0.08,-0.00863,9.99,1632464811673.0,Pil Italica Lifestyle Ltd.,,,,,,,,,,,,,,,,,9.81,Close,"July 3, 2019",1590417462643.0,0,,0.0,,,,10.09,500327-IB,11.5,5.59,0.107172
296,465485.0,close,-9.0,-0.0188,500.0,1624027914262.0,S&C Engine Group Ltd.,,,,,,,,,,,,,,,,,481.0,Close,"July 3, 2019",1594385416919.0,0,,0.0,,,,510.0,900080-KP,864.0,470.0,-0.182581
297,188897.0,close,6169.0,0.30851,26941.0,1600186545690.0,"PLAYWITH, Inc.",,,,,,,,,,,,,,,,,27913.0,Close,"July 3, 2019",1632548654661.0,0,,0.0,,,,21192.0,023770-KP,26931.0,6059.0,3.21266
298,53855.0,previousclose,0.0,0.0,,,The Swatch Group AG,,,,,,,,,,,,,,,,,14.64,Previous close,"July 2, 2019",1638774899212.0,0,,,,,17.57,14.49,SWGAY,24.74,12.46,-0.026999
299,566.0,previousclose,0.0,0.0,,,Pandora AS,,,,,,,,,,,,,,,,,36.2,Previous close,"July 2, 2019",1577908567223.0,0,,3283108978.0,,,5.14,36.1,PNDZF,75.17,33.8,-0.135714
300,5.0,previousclose,0.0,0.0,,,"Hisense Home Appliances Group Co., Ltd.",,,,,,,,,,,,,,,,,1.32,Previous close,"July 2, 2019",1605483997619.0,0,,1750419826.0,,,7.8,1.32,HISEF,1.37,0.76,0.684615
301,,previousclose,,,,,Gafisa SA,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,GFAN-MM,0.0,0.0,0.0
302,614218.0,close,-0.04,-0.01912,2.19,1625925653303.0,"Nautilus, Inc.",2.1,1562696421538.0,0.025,0.01229,2.175,1603837119019.0,2.17,0.0,0.0,0.0,0.0,1636631779930.0,0.021282808818764303,2.129,100.0,5011.0,2.14,Close,"July 3, 2019",1606091818073.0,236090,2.12,64967657.0,2.18,1588028423744.0,-37.93,2.13,NLS,16.12,2.06,-0.838468
303,33456.0,previousclose,0.0,0.0,,,Majic Wheels Corp.,,,,,,,,,,,,,,,,,0.0001,Previous close,"July 2, 2019",1632595488943.0,0,,52219.0,,,-0.1,0.0001,MJWL,0.0002,0.0001,-0.5
304,0.0,close,0.0,0.0,23.16,1607639207193.0,Shukra Jewellery Ltd.,,,,,,,,,,,,,,,,,23.25,Close,"July 3, 2019",1578653818314.0,0,,0.0,,,,23.51,523790-IB,24.71,11.0,0.0
305,4347212.0,close,0.01,0.0289,0.36,1621217640278.0,"Ameri Holdings, Inc.",0.37,1625755540178.0,0.0,0.0,0.36,1583407874136.0,0.376,0.0,0.0,0.0,0.0,1588475171840.0,0.0013777355516596042,0.36,103.0,3489.0,0.35,Close,"July 3, 2019",1589200182610.0,2645615,0.3458,18438631.0,0.359,1589347760244.0,-0.75,0.3504,AMRH,2.54,0.15,0.9013
306,104279.0,previousclose,0.0,0.0,,,"Graphene 3D Lab, Inc.",,,,,,,,,,,,,,,,,0.06,Previous close,"July 2, 2019",1628013042462.0,0,,3828789.0,,,-6.32,0.061,GPHBF,0.12,0.031,0.171448
307,218325.0,close,-111.0,-0.0165,6749.0,1627364909049.0,"Haatz, Inc.",,,,,,,,,,,,,,,,,6999.0,Close,"July 3, 2019",1598074786025.0,0,,0.0,,,,6904.0,066130-KP,11908.0,3297.0,0.7691537514808973
308,0.0,previousclose,,,,,"Visual Industries, Inc.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,VUAL,0.002,0.0001,-1.0
309,,previousclose,,,,,Samson Holding Ltd.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,SNHLF,0.0,0.0,0.0
310,9940.0,close,0.0,0.0,0.479,1624289754554.0,Levinski Ofer Ltd.,,,,,,,,,,,,,,,,,0.459,Close,"July 3, 2019",1623911754094.0,0,,0.0,,,,0.475,LEOF-IT,0.502,0.414,0.092574
311,,previousclose,,,,,Walker Greenbank Plc,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,WKGBF,0.0,0.0,0.0
312,,previousclose,,,,,Selvaag Bolig ASA,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,SVGGF,0.0,0.0,0.0
313,0.0,previousclose,0.0,0.0,,,"Jupiter Marine International Holdings, Inc.",,,,,,,,,,,,,,,,,0.009,Previous close,"June 28, 2019",1564924388897.0,0,,175816.0,,,-0.16,0.009,JMIH,0.016,0.008,-0.094723
314,1154079.0,close,0.0,0.0,1.33,1587754366727.0,FORESIGHT AUTONOMOUS HOLDINGS LTD.,,,,,,,,,,,,,,,,,1.33,Close,"July 3, 2019",1572360937039.0,0,,0.0,,,,1.34,FRSX-IT,2.62,0.61,0.088766
315,10574.0,previousclose,0.0,0.0,,,American Power Group Corp.,,,,,,,,,,,,,,,,,0.02,Previous close,"July 2, 2019",1605470170740.0,0,,1643532.0,,,-0.14,0.02,APGI,0.1389,0.0029,-0.8001
316,177.0,previousclose,0.0,0.0,,,Janel Corp.,,,,,,,,,,,,,,,,,10.1,Previous close,"July 2, 2019",1624068620278.0,0,,8425748.0,,,-18.66,10.1,JANL,11.31,5.08,0.079881
317,719.0,previousclose,0.0,0.0,,,Renault SA,,,,,,,,,,,,,,,,,1164.25,Previous close,"July 2, 2019",1614281072027.0,0,,0.0,,,,1173.09,RNON-MM,1669.3,1230.76,-0.081798
318,0.0,previousclose,0.0,0.0,,,"Armor Electric, Inc.",,,,,,,,,,,,,,,,,0.002,Previous close,"July 2, 2019",1616918296801.0,0,,92924.0,,,-0.05,0.002,ARME,0.003,0.0012,0.342767
319,227857.0,close,0.95,0.02498,42.0,1632965724569.0,"Malibu Boats, Inc.",40.0,1583787712441.0,0.0,0.0,42.0,1619748928471.0,41.63,0.0,0.0,0.0,0.0,1617152434251.0,0.0710676834473163,40.61,101.0,5482.0,40.0,Close,"July 3, 2019",1578544663775.0,78030,38.81,866073506.0,40.68,1613305548701.0,14.13,39.55,MBUU,59.98,33.19,0.149539
320,2041.0,previousclose,0.0,0.0,,,Universal Manufacturing Co.,,,,,,,,,,,,,,,,,0.13,Previous close,"July 2, 2019",1608091765486.0,0,,101538.0,,,-0.07,0.12,UFMG,10.66,0.08,-0.978147
321,2549086.0,previousclose,0.0,0.0,,,Glenveagh Properties Plc,,,,,,,,,,,,,,,,,0.733,Previous close,"July 2, 2019",1567572202588.0,0,,0.0,,,,0.751,GVR-ID,1.24,0.67,-0.002844
322,78947.0,close,2510.0,0.04339,60994.0,1622881147544.0,"KUMHO Industrial Co., Ltd.",,,,,,,,,,,,,,,,,60578.0,Close,"July 3, 2019",1574201635165.0,0,,0.0,,,,57795.0,002995-KP,90856.0,19227.0,1.518413
323,10654955.0,close,0.22,0.01953,11.89,1599043152917.0,"Mattel, Inc.",11.74,1603320024262.0,0.0,0.0,11.67,1595012162744.0,11.69,0.0,0.0,0.0,0.0,1615106344612.0,0.047471370360834,11.55,105.0,73576.0,11.89,Close,"July 3, 2019",1562636200138.0,1625735,11.29,4049143690.0,11.74,1600036455961.0,-9.98,11.6,MAT,17.8,9.54,0.182797
324,8928.0,close,15.86,0.03054,538.5,1615502212377.0,Bajaj Electricals Ltd.,,,,,,,,,,,,,,,,,544.6,Close,"July 3, 2019",1597453603195.0,0,,0.0,,,,535.14,500031-IB,667.9,382.0,0.084452
325,3749.0,previousclose,0.0,0.0,,,Chow Tai Fook Jewellery Group Ltd.,,,,,,,,,,,,,,,,,1.1,Previous close,"July 2, 2019",1597993079288.0,0,,11391543597.0,,,19.1,1.1,CJEWF,1.16,0.8,0.357899
326,182310.0,close,0.05,0.005,10.88,1568224873604.0,White Organic Agro Ltd.,,,,,,,,,,,,,,,,,10.71,Close,"July 3, 2019",1621474146472.0,0,,0.0,,,,10.39,513713-IB,48.0,9.9,-0.7035866281750102
327,8998.0,previousclose,0.0,0.0,,,"Cloudweb, Inc.",,,,,,,,,,,,,,,,,0.14,Previous close,"July 2, 2019",1592694376421.0,0,,2942235.0,,,-29.55,0.14,CLOW,3.66,0.0596,0.397783
328,8.0,close,0.0,0.0,8.7,1589068441497.0,7Seas Entertainment Ltd.,,,,,,,,,,,,,,,,,8.6,Close,"July 3, 2019",1591384980185.0,0,,0.0,,,,8.6,540874-IB,9.3,4.53,0.7
329,,previousclose,,,,,"HIM International Music, Inc.",,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,HMMLF,0.0,0.0,0.0
330,24.0,close,0.0,0.0,12.13,1593479786855.0,Jagan Lamps Ltd.,,,,,,,,,,,,,,,,,12.1,Close,"July 3, 2019",1567258409644.0,0,,0.0,,,,12.17,530711-IB,18.35,10.43,-0.16791
331,89564.0,previousclose,0.0,0.0,,,"Eco-Safe Systems USA, Inc.",,,,,,,,,,,,,,,,,0.0015,Previous close,"July 2, 2019",1582724350587.0,0,,0.0,,,,0.0014,ESFS,0.0027,0.0008,-0.067589
332,3756.0,close,0.02,0.0074,2.85,1578723078948.0,"Bonso Electronics International, Inc.",,,-0.01,-0.00378,2.78,1617537231368.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.83,Close,"July 3, 2019",1623409066836.0,36,,12995942.0,2.84,1563012522826.0,-18.12,2.88,BNSO,3.99,1.69,0.28005367085400684
333,0.0,previousclose,0.0,0.0,,,BAIC Motor Corp. Ltd.,,,,,,,,,,,,,,,,,0.638,Previous close,"June 28, 2019",1620921914595.0,0,,5153471016.0,,,7.3,0.63,BMCLF,0.738,0.617,-0.039297
334,7701.0,previousclose,0.0,0.0,,,Portmeirion Group Plc,,,,,,,,,,,,,,,,,10.16,Previous close,"July 2, 2019",1568875848763.0,0,,0.0,,,,10.28,PMP-LN,12.46,9.0,0.037417
335,1865.0,previousclose,0.0,0.0,,,"Dorel Industries, Inc.",,,,,,,,,,,,,,,,,8.6,Previous close,"July 2, 2019",1581312517117.0,0,,269557620.0,,,-0.6,8.52,DIIBF,20.6,7.74,-0.34235
336,0.0,close,0.0,0.0,1.07,1617067566952.0,Shreejal Info Hubs Ltd.,,,,,,,,,,,,,,,,,1.09,Close,"July 3, 2019",1614205443420.0,0,,0.0,,,,1.11,506874-IB,0.0,0.0,0.0
337,6399270.0,previousclose,0.0,0.0,,,Desarrolladora Homex SAB de CV,,,,,,,,,,,,,,,,,0.087,Previous close,"July 2, 2019",1610106647226.0,0,,0.0,,,,0.084,HOMEX-MM,0.43,0.046,-0.481701
338,0.0,previousclose,0.0,0.0,,,Toolux Sanding SA,,,,,,,,,,,,,,,,,185.8,Previous close,"July 2, 2019",1634154875522.0,0,,0.0,,,,183.1,ALTLX-FP,0.0,0.0,0.0
339,0.0,close,0.0,0.0,217.4,1607108633892.0,Partani Appliances Ltd.,,,,,,,,,,,,,,,,,225.5,Close,"July 3, 2019",1619008673487.0,0,,0.0,,,,217.7,538686-IB,0.0,0.0,0.0
340,24216.0,close,0.27,0.01272,21.5,1626000843757.0,Acme United Corp.,21.5,1562566849592.0,0.0,0.0,21.06,1588870248559.0,21.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,21.24,Close,"June 13, 2019",1566321431095.0,11797,20.93,70150586.0,21.16,1569900346194.0,15.2,20.64,ACU,24.0,13.7,0.39128040709770484
341,0.0,previousclose,0.0,0.0,,,Hornby Plc,,,,,,,,,,,,,,,,,0.4398,Previous close,"March 25, 2019",1614221306040.0,0,,53708879.0,,,-7.95,0.442,HRNBF,0.4406,0.4102,0.086497
342,0.0,previousclose,0.0,0.0,,,"Sumitomo Forestry Co., Ltd.",,,,,,,,,,,,,,,,,14.03,Previous close,"May 13, 2016",1496401485909.0,0,,2534679810.0,,,9.72,14.36,SMFRF,0.0,0.0,0.0
343,637.0,previousclose,0.0,0.0,,,Playmates Holdings Ltd.,,,,,,,,,,,,,,,,,0.1441,Previous close,"July 2, 2019",1576024553852.0,0,,292535266.0,,,4.3,0.1379,PYHOF,0.17,0.128,0.06
344,419.0,previousclose,0.0,0.0,,,Desarrolladora Homex SAB de CV,,,,,,,,,,,,,,,,,0.0046,Previous close,"July 2, 2019",1600941979018.0,0,,25362923.0,,,1.01,0.0046,DHHXF,0.0197,0.0001,1.27
345,0.0,previousclose,0.0,0.0,,,"Hyundai Motor Co., Ltd.",,,,,,,,,,,,,,,,,89.0,Previous close,"May 3, 2019",1622891399336.0,0,,18909858207.0,,,16.31,93.0,HYMLF,92.0,91.0,0.0
346,61890.0,previousclose,0.0,0.0,,,Nikon Corp.,,,,,,,,,,,,,,,,,283.79,Previous close,"July 2, 2019",1630572774127.0,0,,0.0,,,,292.1,NIKONN-MM,285.05,285.05,0.012917
347,11286992.0,previousclose,0.0,0.0,,,Taylor Wimpey Plc,,,,,,,,,,,,,,,,,1.7,Previous close,"July 2, 2019",1635855344124.0,0,,0.0,,,,1.6,TW-LN,1.92,1.33,0.178225
348,877.0,close,-2.0,-0.00253,861.83,1568034527445.0,Amber Enterprises India Ltd.,,,,,,,,,,,,,,,,,839.81,Close,"July 3, 2019",1575192800972.0,0,,0.0,,,,836.06,540902-IB,1142.0,639.0,-0.08877368876188575
349,0.0,close,0.0,0.0,835.0,1617997351714.0,YD Online Corp.,,,,,,,,,,,,,,,,,806.0,Close,"July 3, 2019",1616939018127.0,0,,0.0,,,,818.0,052770-KP,3917.0,735.0,0.002526
350,,previousclose,,,,,Bridgestone Corp.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,BRO-LN,0.0,0.0,0.0
351,7958.0,close,123.0,0.05742,2369.0,1618355372558.0,"SINCETIMES Co., Ltd.",,,,,,,,,,,,,,,,,2288.0,Close,"July 3, 2019",1627914469337.0,0,,0.0,,,,2165.0,056000-KP,3230.0,2078.0,0.011725094722824637
352,2573.0,close,0.0,0.0,166.8,1566879943480.0,Inflame Appliances Ltd.,,,,,,,,,,,,,,,,,160.1,Close,"July 3, 2019",1627283507059.0,0,,0.0,,,,162.6,541083-IB,176.0,26.72,0.856922
353,36821.0,close,-3.09,-0.01264,237.82,1640215325932.0,Crompton Greaves Consumer Electricals Ltd.,,,,,,,,,,,,,,,,,239.4,Close,"July 3, 2019",1613562636926.0,0,,0.0,,,,238.3,539876-IB,272.59,197.6,0.0010162606399929457
354,87901.0,close,0.0679,0.12116,0.6407,1575684074156.0,"The Dixie Group, Inc.",0.603,1593922633661.0,-0.0687,-0.10951,0.57,1616481979451.0,0.6247,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6514,Close,"July 3, 2019",1602374508059.0,683,0.5931,10061789.0,0.56,1619170275787.0,-0.39,0.5674,DXYN,2.5,0.3547,-0.1878522438431088
355,3112.0,close,0.0,0.0,2.4,1595348855345.0,Unishire Urban Infra Ltd.,,,,,,,,,,,,,,,,,2.39,Close,"July 3, 2019",1618427824226.0,0,,0.0,,,,2.37,537582-IB,10.33,2.37,-0.637539
356,525.0,close,0.7,0.002,362.7,1587452417810.0,Thangamayil Jewellery Ltd.,,,,,,,,,,,,,,,,,361.9,Close,"July 3, 2019",1601889512263.0,0,,0.0,,,,351.9,533158-IB,490.95,283.78,-0.077508
357,95688.0,close,-5.0,-0.00149,3420.0,1581606307123.0,"Hyundai Industrial Co., Ltd.",,,,,,,,,,,,,,,,,3417.0,Close,"July 3, 2019",1586550557577.0,0,,0.0,,,,3445.0,170030-KP,4925.0,2405.0,0.319607
358,345989.0,close,0.04,0.00412,10.04,1599708807223.0,Huami Corp.,10.29,1566639324328.0,-0.05,-0.0052,10.27,1638420537110.0,10.18,0.0,0.0,0.0,0.0,1604581925424.0,0.007932459582498778,10.13,102.0,728.0,9.99,Close,"July 3, 2019",1606867765345.0,91987,9.9,,10.35,1588058815246.0,21.34,9.97,HMI,19.89,7.55,-0.005216971553530128
359,298.0,previousclose,0.0,0.0,,,Audio Pixels Holdings Ltd.,,,,,,,,,,,,,,,,,12.36,Previous close,"July 2, 2019",1585591796012.0,0,,,,,,12.05,ADPXY,18.01,8.31,-0.24901
360,25.0,previousclose,0.0,0.0,,,Samuel Heath & Sons Plc,,,,,,,,,,,,,,,,,3.0,Previous close,"July 2, 2019",1567180276681.0,0,,0.0,,,,3.0,HSM-LN,5.58,3.0,-0.229734
361,0.0,previousclose,0.0,0.0,,,"Inspired Builders, Inc.",,,,,,,,,,,,,,,,,0.18,Previous close,"July 2, 2019",1625530947971.0,0,,185253.0,,,-2.77,0.18,ISRB,16.0,0.18,0.0
362,21441.0,previousclose,0.0,0.0,,,ZAP,,,,,,,,,,,,,,,,,0.004,Previous close,"June 24, 2019",1569540814038.0,0,,2486066.0,,,-0.1,0.004,ZAAP,0.015,0.0001,39.0
363,,previousclose,,,,,PIK Group PJSC,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,PKGP20,0.0,0.0,0.0
364,9778.0,previousclose,0.0,0.0,,,"Nissan Motor Co., Ltd.",,,,,,,,,,,,,,,,,7.7,Previous close,"July 2, 2019",1574040920627.0,0,,29900874665.0,,,10.22,7.5,NSANF,10.1,6.68,-0.10772
365,309.0,close,0.0,0.0,12.7,1583557659859.0,Kenvi Jewels Ltd.,,,,,,,,,,,,,,,,,12.7,Close,"July 3, 2019",1608905866291.0,0,,0.0,,,,13.0,540953-IB,17.3,9.0,-0.03164
366,14951.0,previousclose,0.0,0.0,,,Ethema Health Corp.,,,,,,,,,,,,,,,,,0.0633,Previous close,"July 2, 2019",1592434762918.0,0,,7642026.0,,,-5.87,0.062,GRST,0.13,0.0271,-0.243
367,297576.0,close,-31.0,-0.02302,1357.0,1607611220061.0,"ENEX Co., Ltd.",,,,,,,,,,,,,,,,,1372.0,Close,"July 3, 2019",1600211822898.0,0,,0.0,,,,1407.0,011090-KP,1955.0,908.0,-0.0151
368,0.0,previousclose,0.0,0.0,,,"Hyundai Motor Co., Ltd.",,,,,,,,,,,,,,,,,38.9,Previous close,"June 2, 2017",1501550307710.0,0,,8151545274.0,,,,39.8,HYMZY,0.0,0.0,0.0
369,,previousclose,,,,,Tatung Co.,,,,,,,,,,,,,,,,,,N/A,N/A,,0,,,,,,,TATUF,0.0,0.0,0.0
